ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeAcc,HomeDef,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayAcc,AwayDef,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
27,2021,3,Fulham,Aston Villa,0,1,0,0,3,0.7,1.4,64,36,Tom Cairney,3-4-3,16,2,0.125,0.4,16.6,0,0,0,Jack Grealish,4-3-3,12,5,0.4166666666666667,1.0,14.5,0,0,0,Stuart Attwell,2020-09-28,Mon,17:45
46,2021,5,Leicester City,Aston Villa,0,1,0,0,1,0.6,0.7,50,50,Kasper Schmeichel,4-1-4-1,11,5,0.4545454545454545,0.75,19.2,2,0,0,Jack Grealish,4-2-3-1,10,4,0.4,1.0,19.4,1,0,0,Jonathan Moss,2020-10-18,Sun,19:15
78,2021,8,Arsenal,Aston Villa,0,1,0,0,3,1.5,1.8,59,41,Pierre-Emerick Aubameyang,3-4-3,13,2,0.1538461538461538,0.4,16.4,0,0,0,Jack Grealish,4-2-3-1,15,5,0.3333333333333333,1.0,12.7,0,0,0,Martin Atkinson,2020-11-08,Sun,19:15
98,2021,10,West Ham United,Aston Villa,1,0,0,2,1,0.4,2.5,34,66,Declan Rice,3-4-3,6,2,0.3333333333333333,0.8333333333333334,15.8,0,0,0,Jack Grealish,4-3-3,15,6,0.4,0.0,18.5,2,0,1,Peter Bankes,2020-11-30,Mon,20:00
109,2021,12,Wolverhampton Wanderers,Aston Villa,0,1,0,0,1,1.1,1.4,50,50,Conor Coady,4-2-3-1,16,7,0.4375,0.0,18.5,1,0,0,Jack Grealish,4-3-3,12,1,0.0833333333333333,1.0,20.1,1,1,1,Mike Dean,2020-12-12,Sat,12:30
135,2021,14,West Bromwich Albion,Aston Villa,0,1,0,0,3,0.0,2.4,33,67,Jake Livermore,4-1-4-1,1,1,1.0,0.6666666666666666,34.1,1,0,0,Jack Grealish,4-2-3-1,18,9,0.5,1.0,19.7,1,1,1,Martin Atkinson,2020-12-20,Sun,19:15
149,2021,16,Chelsea,Aston Villa,0,0,1,1,1,1.7,0.7,63,37,César Azpilicueta,4-3-3,16,5,0.3125,0.5,17.1,0,0,0,Jack Grealish,4-2-3-1,10,2,0.2,0.8,17.5,0,0,0,Stuart Attwell,2020-12-28,Mon,17:30
157,2021,17,Manchester United,Aston Villa,1,0,0,2,1,2.1,1.4,48,52,Harry Maguire,4-2-3-1,18,8,0.4444444444444444,0.8,18.5,0,1,1,Jack Grealish,4-2-3-1,15,5,0.3333333333333333,0.75,14.4,1,0,0,Michael Oliver,2021-01-01,Fri,20:00
182,2021,1,Manchester City,Aston Villa,1,0,0,2,0,3.4,0.6,69,31,Kevin De Bruyne,4-3-3,27,8,0.2962962962962963,1.0,15.8,0,1,1,Jack Grealish,4-2-3-1,11,4,0.3636363636363636,0.75,18.6,1,0,0,Jonathan Moss,2021-01-20,Wed,18:00
191,2021,20,Burnley,Aston Villa,1,0,0,3,2,0.5,2.2,39,61,Ben Mee,4-4-2,10,5,0.5,0.8,20.0,0,0,0,Jack Grealish,4-2-3-1,18,10,0.5555555555555556,0.4,15.1,1,0,0,Paul Tierney,2021-01-27,Wed,18:00
201,2021,21,Southampton,Aston Villa,0,1,0,0,1,1.9,0.6,59,41,James Ward-Prowse,4-4-2,20,4,0.2,0.75,18.0,1,0,0,Jack Grealish,4-2-3-1,8,4,0.5,1.0,16.2,0,0,0,Lee Mason,2021-01-30,Sat,20:00
