ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
2,2021,1,Crystal Palace,Southampton,1,0,0,1,0,1.1,0.9,31,69,Scott Dann,4-4-2,5,3,10.6,0,0,0,James Ward-Prowse,4-4-2,9,5,15.3,2,0,0,Jonathan Moss,2020-09-12,Sat,15:00
20,2021,3,Crystal Palace,Everton,0,1,0,1,2,0.4,1.9,42,58,Wilfried Zaha,4-4-2,8,1,18.3,0,0,0,Séamus Coleman,4-3-3,9,4,17.2,1,1,1,Kevin Friend,2020-09-26,Sat,15:00
44,2021,5,Crystal Palace,Brighton And Hove Albion,0,0,1,1,1,0.8,1.7,34,66,Gary Cahill,4-4-2,0,0,0.0,0,1,1,Lewis Dunk,3-4-3,20,3,16.0,0,0,0,Stuart Attwell,2020-10-18,Sun,14:00
72,2021,8,Crystal Palace,Leeds United,1,0,0,4,1,0.9,0.8,36,64,Scott Dann,4-4-2,10,6,17.2,1,0,0,Liam Cooper,3-3-3-1,9,3,18.9,1,0,0,Chris Kavanagh,2020-11-07,Sat,15:00
89,2021,10,Crystal Palace,Newcastle United,0,1,0,0,2,0.6,1.3,57,43,Scott Dann,4-4-2,12,3,17.0,1,0,0,Jonjo Shelvey,4-4-2,14,7,19.5,2,0,0,Graham Scott,2020-11-27,Fri,20:00
114,2021,12,Crystal Palace,Tottenham Hotspur,0,0,1,1,1,1.6,0.9,44,56,Luka Milivojević,4-4-2,16,5,16.0,2,0,0,Hugo Lloris,4-2-3-1,14,6,20.4,3,0,0,Kevin Friend,2020-12-13,Sun,14:15
128,2021,14,Crystal Palace,Liverpool,0,1,0,0,7,0.3,2.5,36,64,Luka Milivojević,4-4-2,5,3,20.8,0,0,0,Jordan Henderson,4-3-3,14,7,14.1,1,0,0,Jonathan Moss,2020-12-19,Sat,12:30
148,2021,16,Crystal Palace,Leicester City,0,0,1,1,1,0.5,1.9,34,66,Luka Milivojević,4-4-2,4,1,10.1,0,0,0,Kasper Schmeichel,4-2-3-1,16,2,20.4,2,0,1,Graham Scott,2020-12-28,Mon,15:00
159,2021,17,Crystal Palace,Sheffield United,1,0,0,2,0,0.6,0.4,44,56,Luka Milivojević,4-4-2,9,4,17.9,0,0,0,John Egan,3-5-2,7,2,19.4,0,0,0,Stuart Attwell,2021-01-02,Sat,15:00
187,2021,20,Crystal Palace,West Ham United,0,1,0,2,3,0.7,2.8,54,46,Luka Milivojević,4-4-2,6,3,21.8,0,0,0,Declan Rice,4-2-3-1,17,7,15.5,0,0,0,Stuart Attwell,2021-01-26,Tue,18:00
