ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
3,2021,1,Liverpool,Leeds United,1,0,0,4,3,2.7,0.3,49,51,Jordan Henderson,4-3-3,20,4,18.4,0,2,2,Luke Ayling,4-1-4-1,6,3,19.9,1,0,0,Michael Oliver,2020-09-12,Sat,17:30
28,2021,3,Liverpool,Arsenal,1,0,0,3,1,2.7,1.3,66,34,Virgil van Dijk,4-3-3,21,8,17.9,0,0,0,Pierre-Emerick Aubameyang,3-4-3,4,3,15.0,0,0,0,Craig Pawson,2020-09-28,Mon,20:00
53,2021,6,Liverpool,Sheffield United,1,0,0,2,1,2.3,1.6,62,38,Jordan Henderson,4-2-3-1,17,5,18.8,1,0,0,John Egan,3-5-2,12,1,18.5,0,1,1,Mike Dean,2020-10-24,Sat,20:00
62,2021,7,Liverpool,West Ham United,1,0,0,2,1,1.7,0.3,72,28,Jordan Henderson,4-3-3,8,4,20.0,1,1,1,Declan Rice,5-4-1,4,3,14.2,0,0,0,Kevin Friend,2020-10-31,Sat,17:30
86,2021,9,Liverpool,Leicester City,1,0,0,3,0,3.1,1.6,56,44,James Milner,4-3-3,24,11,12.7,0,0,0,Kasper Schmeichel,3-4-3,11,4,16.3,0,0,0,Chris Kavanagh,2020-11-22,Sun,19:15
106,2021,11,Liverpool,Wolverhampton Wanderers,1,0,0,4,0,1.2,0.4,60,40,Jordan Henderson,4-3-3,11,6,17.2,1,0,0,Conor Coady,4-3-3,9,3,18.5,1,0,0,Craig Pawson,2020-12-06,Sun,19:15
123,2021,13,Liverpool,Tottenham Hotspur,1,0,0,2,1,1.0,1.1,75,25,Jordan Henderson,4-3-3,17,11,16.4,0,0,0,Hugo Lloris,4-4-2,8,2,19.2,1,0,0,Anthony Taylor,2020-12-16,Wed,20:00
146,2021,15,Liverpool,West Bromwich Albion,0,0,1,1,1,1.5,0.6,77,23,Jordan Henderson,4-3-3,17,2,19.2,2,0,0,Matt Phillips,4-5-1,5,3,17.5,0,0,0,Kevin Friend,2020-12-27,Sun,16:30
177,2021,19,Liverpool,Manchester United,0,0,1,0,0,1.2,1.1,65,35,Jordan Henderson,4-3-3,17,3,17.9,0,0,0,Harry Maguire,4-2-3-1,8,4,17.3,2,0,0,Paul Tierney,2021-01-17,Sun,16:30
184,2021,18,Liverpool,Burnley,0,1,0,0,1,1.6,1.1,72,28,Georginio Wijnaldum,4-3-3,27,6,18.6,0,0,0,Ben Mee,4-4-2,5,3,18.2,0,1,1,Mike Dean,2021-01-21,Thu,20:00
214,2021,22,Liverpool,Brighton And Hove Albion,0,1,0,0,1,1.0,1.3,63,37,Jordan Henderson,4-3-3,11,1,20.9,0,0,0,Lewis Dunk,3-5-2,13,4,13.7,0,0,0,Kevin Friend,2021-02-03,Wed,20:15
223,2021,23,Liverpool,Manchester City,0,1,0,1,4,1.2,3.5,56,44,Jordan Henderson,4-3-3,7,2,19.4,1,1,1,Raheem Sterling,4-3-3,7,5,13.4,0,0,1,Michael Oliver,2021-02-07,Sun,16:30
241,2021,25,Liverpool,Everton,0,1,0,0,2,1.4,1.6,71,29,Jordan Henderson,4-3-3,15,6,17.1,1,0,0,Séamus Coleman,5-3-2,8,5,22.8,1,1,1,Chris Kavanagh,2021-02-20,Sat,17:30
265,2021,29,Liverpool,Chelsea,0,1,0,0,1,0.3,1.0,54,46,Georginio Wijnaldum,4-3-3,7,1,19.7,0,0,0,César Azpilicueta,3-4-3,11,4,17.7,0,0,0,Martin Atkinson,2021-03-04,Thu,20:15
271,2021,27,Liverpool,Fulham,0,1,0,0,1,0.9,1.3,63,37,James Milner,4-3-3,16,3,17.3,1,0,0,Joachim Andersen,4-4-2,10,3,12.7,0,0,0,Kevin Friend,2021-03-07,Sun,14:00
303,2021,31,Liverpool,Aston Villa,1,0,0,2,1,2.3,0.5,65,35,James Milner,4-3-3,23,10,16.7,1,0,0,Tyrone Mings,4-3-3,9,5,17.4,0,0,0,Paul Tierney,2021-04-10,Sat,15:00
322,2021,33,Liverpool,Newcastle United,0,0,1,1,1,2.4,1.0,68,32,Georginio Wijnaldum,4-4-2,22,9,17.6,1,0,0,Jonjo Shelvey,5-3-2,7,4,16.0,0,0,0,Andre Marriner,2021-04-24,Sat,12:30
342,2021,35,Liverpool,Southampton,1,0,0,2,0,1.7,1.1,54,46,Georginio Wijnaldum,4-3-3,14,6,13.6,0,0,0,James Ward-Prowse,4-4-2,12,6,20.3,0,0,0,Kevin Friend,2021-05-08,Sat,20:15
373,2021,38,Liverpool,Crystal Palace,1,0,0,2,0,1.6,0.6,69,31,Georginio Wijnaldum,4-3-3,19,5,14.7,1,0,0,Gary Cahill,4-3-3,5,4,19.4,1,0,0,Craig Pawson,2021-05-23,Sun,16:00
