ID,Season,Round,Home,Away,HomeWin,AwayWin,Draw,HomeGoal,AwayGoal,HomeXG,AwayXG,HomePoss,AwayPoss,HomeCaptain,HomeFormation,HomeSH,HomeSOT,HomeDist,HomeFK,HomePK,HomePKAtt,AwayCaptain,AwayFormation,AwaySH,AwaySOT,AwayDist,AwayFK,AwayPK,AwayPKAtt,Referee,Date,Day,Time
14,2021,2,Newcastle United,Brighton And Hove Albion,0,1,0,0,3,0.5,1.8,47,53,Jamaal Lascelles,4-4-2,6,0,21.3,0,0,0,Lewis Dunk,3-4-3,12,5,22.5,0,1,1,Kevin Friend,2020-09-20,Sun,14:00
30,2021,4,Everton,Brighton And Hove Albion,1,0,0,4,2,1.6,1.3,43,57,Séamus Coleman,4-3-3,11,6,16.3,0,0,0,Lewis Dunk,3-4-3,11,3,18.7,1,0,0,Simon Hooper,2020-10-03,Sat,15:00
44,2021,5,Crystal Palace,Brighton And Hove Albion,0,0,1,1,1,0.8,1.7,34,66,Gary Cahill,4-4-2,0,0,0.0,0,1,1,Lewis Dunk,3-4-3,20,3,16.0,0,0,0,Stuart Attwell,2020-10-18,Sun,14:00
66,2021,7,Tottenham Hotspur,Brighton And Hove Albion,1,0,0,2,1,1.7,0.3,44,56,Hugo Lloris,4-2-3-1,8,2,18.7,1,1,1,Adam Webster,3-5-1-1,6,2,16.1,0,0,0,Graham Scott,2020-11-01,Sun,19:15
80,2021,9,Aston Villa,Brighton And Hove Albion,0,1,0,1,2,1.5,1.4,56,44,Jack Grealish,4-2-3-1,15,4,18.2,0,0,0,Lewis Dunk,3-4-1-2,7,3,13.3,0,0,0,Michael Oliver,2020-11-21,Sat,15:00
117,2021,12,Leicester City,Brighton And Hove Albion,1,0,0,3,0,1.5,0.9,54,46,Kasper Schmeichel,3-4-3,15,6,16.3,0,0,0,Lewis Dunk,4-2-3-1,12,4,20.3,0,0,0,Martin Atkinson,2020-12-13,Sun,19:15
125,2021,13,Fulham,Brighton And Hove Albion,0,0,1,0,0,1.0,0.5,46,54,Joachim Andersen,3-4-3,9,4,14.7,0,0,0,Lewis Dunk,3-4-3,9,4,23.5,1,0,0,Robert Jones,2020-12-16,Wed,20:00
145,2021,15,West Ham United,Brighton And Hove Albion,0,0,1,2,2,1.3,1.1,44,56,Mark Noble,3-4-1-2,11,4,13.4,0,0,0,Lewis Dunk,3-4-3,13,4,16.2,0,0,0,Simon Hooper,2020-12-27,Sun,14:15
168,2021,18,Manchester City,Brighton And Hove Albion,1,0,0,1,0,2.0,0.2,65,35,Kevin De Bruyne,4-3-3,15,6,16.9,0,0,1,Lewis Dunk,4-1-2-1-2◆,5,1,21.0,0,0,0,Darren England,2021-01-13,Wed,18:00
173,2021,19,Leeds United,Brighton And Hove Albion,0,1,0,0,1,0.3,1.4,66,34,Liam Cooper,4-1-4-1,7,2,18.4,0,0,0,Lewis Dunk,3-4-3,7,2,15.1,0,0,0,Kevin Friend,2021-01-16,Sat,15:00
214,2021,22,Liverpool,Brighton And Hove Albion,0,1,0,0,1,1.0,1.3,63,37,Jordan Henderson,4-3-3,11,1,20.9,0,0,0,Lewis Dunk,3-5-2,13,4,13.7,0,0,0,Kevin Friend,2021-02-03,Wed,20:15
